"sites","bb_IDM_0","bb_IDM_1","bb_IDM_2","bb_SPE_0","bb_SPE_1","bb_SPE_2","bb_GRO_0","bb_GRO_1","bb_GRO_2","hv_IDM_0","hv_IDM_1","hv_IDM_2","hv_SPE_0","hv_SPE_1","hv_SPE_2","hv_GRO_0","hv_GRO_1","hv_GRO_2","sb_IDM_0","sb_IDM_1","sb_IDM_2","sb_SPE_0","sb_SPE_1","sb_SPE_2","sb_GRO_0","sb_GRO_1","sb_GRO_2","region"
"ST9351",17,14.8886706224263,13.0550435730248,17,12.7646630041099,10.3189062355977,17,16.7755706347685,16.5462822582815,79,73.208439142444,64.3000476703,79,70.0540919530124,61.9051995125814,79,78.2968084440007,77.5910662030938,70,69.0973151470456,68.2114100533288,70,59.7033010450091,50.9947588164846,70,69.5780022672375,69.1678391488027,"ENG"
"SU1466",17,11.410473483731,7.93356938545148,17,11.984217298719,8.80342618934769,17,16.6488499984784,16.2935452093742,79,70.8521329779646,62.0870485485357,79,68.7904129691526,59.4939314401607,79,78.4805967425939,77.9721037814445,70,69.3557800749615,68.6498271318843,70,60.8384138841011,52.7454520507716,70,69.600921743602,69.202681655369,"ENG"
"SU3986",17,9.76814218252089,6.78300964670482,17,11.1388831667027,7.93571346422638,17,16.6918960856735,16.3446905739433,79,74.4576389686573,69.3740776249504,79,74.0255349003459,69.1571216210733,79,78.5553444914784,78.1135734153971,70,68.2122609536641,66.0012631223504,70,59.0845496019199,50.0158472363644,70,69.6011293918167,69.2010813520785,"ENG"
"SU6679",17,13.2555498483329,10.2295956354337,17,15.1090111129716,13.7180296736841,17,16.8733512388979,16.7450600241488,79,59.9878774882591,36.3116250620074,79,58.3273102018948,36.0299409255405,79,78.450662348475,77.9091807925391,70,67.9215072647546,65.3440587656822,70,58.8188470073007,49.8287569610997,70,69.5869576975835,69.1721897817397,"ENG"
"SU7800",17,5.17591291093173,2.45601096383784,17,12.0921988746375,9.77841005839935,17,16.9544220672432,16.9084793023898,79,55.0144620376658,24.9954780959084,79,68.85492166281,59.9145540629374,79,77.922844198237,76.675633040785,70,69.1694840743145,68.3779017706304,70,56.2972961609423,41.491047405229,70,69.5121364410311,69.0183667962851,"ENG"
"SX7048",17,13.4684702233093,10.1816931988873,17,14.3477298995471,12.3128872004913,17,16.9109560045483,16.8194139617061,79,66.8279469670794,48.1671734847706,79,73.0095187125212,67.4617986588837,79,78.4530585346307,77.9088591226298,70,68.9768155363863,67.8902277072851,70,61.248692662828,53.2413581376725,70,69.6367616526444,69.2694984007655,"ENG"
"SX8144",17,5.53355491634847,2.62118775741086,17,12.5215179281491,9.16031871502756,17,16.7432225572907,16.5016235585768,79,62.4082387102299,43.7883396859304,79,65.7740849975888,53.8151028051176,79,78.6956267113436,78.3920563343071,70,67.9603420665445,65.4633879904526,70,59.5187606177087,49.5065289841953,70,69.5526202294093,69.1177934016582,"ENG"
"SY8586",17,7.66369654345888,3.82467573207189,17,5.03905609045612,2.52150616897837,17,16.5036649448669,16.0247960765034,79,71.0760317877343,60.3265290998153,79,72.0018622779566,66.0286444126228,79,78.3304795847042,77.6839130238803,70,66.632531180644,60.8907110053658,70,56.8428428431314,43.2922221628621,70,69.6736349330381,69.351346361276,"ENG"
"TG4403",17,12.5979146670396,8.4653043062259,17,13.2505567244407,10.7724571818997,17,16.8617547152548,16.7169236713081,79,53.5945789977431,24.3967096589541,79,69.1693669904464,59.0193074346585,79,78.6198946455664,78.250151147661,70,69.1633369996097,68.2185146894884,70,61.6628188089918,53.8673956958804,70,69.5248720800575,69.0335328261355,"ENG"
"TL3266",17,8.51164595348136,4.34486495357789,17,15.0416926976654,13.7382196364287,17,16.8746773514595,16.7437852012535,79,41.1998657612888,12.7124357854783,79,69.7767399969464,60.9675466279155,79,78.448381876129,77.8784017040895,70,68.6148514391169,67.0323943960239,70,61.2604676048045,54.1553314059237,70,69.645866730215,69.2847782778435,"ENG"
"TM3949",17,15.04691199634,12.699967827669,17,3.39263571996888,2.39731347013034,17,16.8096875875937,16.6046112726675,79,6.16698583195357,1.95006644358857,79,62.4941333669696,45.9916271776991,79,78.351111540997,77.6801707575198,70,58.2274601265155,36.4092454600277,70,53.9373998019657,36.0295387245396,70,69.5780686724051,69.1562413995987,"ENG"
"TQ1827",17,15.9672388139082,14.8145383557938,17,12.6829318328458,9.83455461950764,17,16.9516209264665,16.9042692388302,79,71.8153242326577,64.7029397757733,79,65.6044348956462,52.1127861449054,79,78.2073011464121,77.4010443185316,70,68.8322974782732,67.6343957001334,70,58.2088019585275,47.5665235831037,70,69.4668652879541,68.9280517329136,"ENG"
"TQ3110",17,16.7319728320349,16.4712415149757,17,7.7323080749505,3.86878727609291,17,16.8902849996222,16.7824602463687,79,71.666554382968,62.5316082411042,79,69.3740016366301,60.8828020347093,79,78.4117926169619,77.8248559772865,70,68.2295031141877,66.3687739333098,70,60.260991490893,52.7445465244938,70,69.5405039738411,69.0800427738762,"ENG"
"TQ4450",17,11.7251051646559,7.2862111127942,17,11.8394555213634,9.2094329725467,17,16.9109709610351,16.8237265721312,79,56.443537008288,27.4863275560777,79,69.9305863629783,62.2264589188996,79,78.5388820579151,78.0590969006832,70,68.0749789049669,65.2495752068862,70,61.985173221739,54.9838924870211,70,69.5494014591059,69.1198480307489,"ENG"
"TQ8038",17,7.26334679058784,3.65726349382327,17,11.3719383470265,8.54416839970653,17,16.8359164421688,16.6676785447981,79,71.4502752704558,62.8724590276873,79,71.8410020619517,66.3271003863399,79,78.1972405736541,77.3941223450635,70,66.2512641163697,61.9655372737647,70,56.8784081805181,45.310526821274,70,69.5258076836222,69.0361931878527,"ENG"
"TR0534",17,16.4552172040631,15.9189851502807,17,13.4404001221167,11.4019075926636,17,16.8705171859379,16.7433721769715,79,26.718574421637,6.34206883958435,79,66.2540468438288,54.2518016479196,79,78.6483821984695,78.3043149970383,70,62.0685964314708,50.6240807011284,70,54.1364192537642,39.3717913647764,70,69.6570771735726,69.3256440522496,"ENG"
"TR3149",17,2.75227969851565,1.64324167570369,17,13.1412663069074,10.6596718310094,17,16.6214610831011,16.2376250832498,79,75.3695922564621,71.8993667736784,79,72.348758039154,63.6431122469832,79,78.4829363598649,77.9704691671835,70,67.4259731922101,63.8334335424808,70,58.3103195228709,48.8629368335814,70,69.6299709219478,69.2672184788474,"ENG"
